ID	Transect	Sex	Capitula	TimeUnit	Temperature	PercFlower	Bees	AMPM	MYVEC
217	4	1	5	8	19.8	29.0136	1.5	0	20
219	4	1	5	8	19.8	29.0136	2.5	1	55
221	5	1	1	8	19.8	16.328	1.5	0	21
223	5	1	1	8	19.8	16.328	2.5	1	56
225	5	1	2	8	19.8	25.64595	1.5	0	22
227	5	1	2	8	19.8	25.64595	2	1	57
229	5	1	3	8	19.8	11.82995	2	0	23
231	5	1	3	8	19.8	11.82995	2.5	1	58
233	5	1	4	8	19.8	27.67125	1	0	24
235	5	1	4	8	19.8	27.67125	2	1	59
237	5	1	5	8	19.8	45.01975	1	0	25
239	5	1	5	8	19.8	45.01975	1.5	1	60
241	6	0	1	8	19.8	26.376	1.5	0	26
243	6	0	1	8	19.8	26.376	1.5	1	61
245	6	0	2	8	19.8	38.19025	1	0	27
247	6	0	2	8	19.8	38.19025	0.5	1	62
249	6	0	3	8	19.8	19.82125	2	0	28
251	6	0	3	8	19.8	19.82125	1	1	63
253	6	0	4	8	19.8	18.59665	2	0	29
255	6	0	4	8	19.8	18.59665	1	1	64
257	6	0	5	8	19.8	27.67125	2.5	0	30
259	6	0	5	8	19.8	27.67125	1	1	65
261	7	0	1	8	19.8	18.34545	0.5	0	31
263	7	0	1	8	19.8	18.34545	0.5	1	66
265	7	0	2	8	19.8	21.12435	0.5	0	32
267	7	0	2	8	19.8	21.12435	0.5	1	67
269	7	0	3	8	19.8	12.0576	1.5	0	33
271	7	0	3	8	19.8	12.0576	0.5	1	68
273	7	0	4	8	19.8	12.34805	0.5	0	34
275	7	0	4	8	19.8	12.34805	1.5	1	69
277	7	0	5	8	19.8	10.91935	0.5	0	35
279	7	0	5	8	19.8	10.91935	1.5	1	70
281	1	1	1	9	18	13.8474	0	0	1
283	1	1	1	9	18	13.8474	1	1	36
285	1	1	2	9	18	26.376	0	0	2
287	1	1	2	9	18	26.376	1	1	37
289	1	1	3	9	18	33.82565	1.5	0	3
291	1	1	3	9	18	33.82565	0.5	1	38
293	1	1	4	9	18	40.95345	0.5	0	4
295	1	1	4	9	18	40.95345	0.5	1	39
297	1	1	5	9	18	24.73535	0.5	0	5
299	1	1	5	9	18	24.73535	0.5	1	40
301	2	1	1	9	18	26.49375	0.5	0	6
303	2	1	1	9	18	26.49375	0.5	1	41
305	2	1	2	9	18	39.49335	0.5	0	7
307	2	1	2	9	18	39.49335	0.5	1	42
309	2	1	3	9	18	38.4336	0.5	0	8
311	2	1	3	9	18	38.4336	0.5	1	43
313	2	1	4	9	18	56.049	1	0	9
315	2	1	4	9	18	56.049	0.5	1	44
317	2	1	5	9	18	20.60625	0	0	10
319	2	1	5	9	18	20.60625	1	1	45
321	3	1	1	9	18	20.93595	1.5	0	11
323	3	1	1	9	18	20.93595	1.5	1	46
325	3	1	2	9	18	16.956	0.5	0	12
327	3	1	2	9	18	16.956	1.5	1	47
329	3	1	3	9	18	35.48985	0.5	0	13
331	3	1	3	9	18	35.48985	1.5	1	48
333	3	1	4	9	18	36.54175	0.5	0	14
335	3	1	4	9	18	36.54175	1.5	1	49
337	3	1	5	9	18	32.09865	1	0	15
339	3	1	5	9	18	32.09865	1.5	1	50
341	4	1	1	9	18	77.04775	1	0	16
343	4	1	1	9	18	77.04775	1	1	51
345	4	1	2	9	18	23.90325	1.5	0	17
347	4	1	2	9	18	23.90325	1	1	52
349	4	1	3	9	18	22.56875	0.5	0	18
351	4	1	3	9	18	22.56875	1.5	1	53
353	4	1	4	9	18	26.17975	0.5	0	19
355	4	1	4	9	18	26.17975	1.5	1	54
357	4	1	5	9	18	43.44975	2	0	20
359	4	1	5	9	18	43.44975	1.5	1	55
361	5	1	1	9	18	17.9608	2.5	0	21
363	5	1	1	9	18	17.9608	1.5	1	56
365	5	1	2	9	18	30.144	0.5	0	22
367	5	1	2	9	18	30.144	0.5	1	57
369	5	1	3	9	18	18.3376	0.5	0	23
371	5	1	3	9	18	18.3376	1	1	58
373	5	1	4	9	18	40.6944	1	0	24
375	5	1	4	9	18	40.6944	1	1	59
377	5	1	5	9	18	68.64825	1.5	0	25
379	5	1	5	9	18	68.64825	1.5	1	60
381	6	0	1	9	18	30.30885	1	0	26
383	6	0	1	9	18	30.30885	0.5	1	61
385	6	0	2	9	18	51.64515	1.5	0	27
387	6	0	2	9	18	51.64515	0.5	1	62
389	6	0	3	9	18	25.905	1	0	28
391	6	0	3	9	18	25.905	0.5	1	63
393	6	0	4	9	18	26.52515	0.5	0	29
395	6	0	4	9	18	26.52515	0.5	1	64
397	6	0	5	9	18	0	0	0	30
399	6	0	5	9	18	0	1	1	65
401	7	0	1	9	18	23.3616	0	0	31
403	7	0	1	9	18	23.3616	1	1	66
405	7	0	2	9	18	28.91155	0.5	0	32
407	7	0	2	9	18	28.91155	0.5	1	67
409	7	0	3	9	18	15.7	0	0	33
411	7	0	3	9	18	15.7	1	1	68
413	7	0	4	9	18	19.24035	0.5	0	34
415	7	0	4	9	18	19.24035	0.5	1	69
417	7	0	5	9	18	16.85395	0.5	0	35
419	7	0	5	9	18	16.85395	0.5	1	70
421	1	1	1	10	13.3	15.5744	0	0	1
423	1	1	1	10	13.3	15.5744	0.5	1	36
425	1	1	2	10	13.3	30.4266	0	0	2
427	1	1	2	10	13.3	30.4266	0.5	1	37
429	1	1	3	10	13.3	35.48985	0.5	0	3
431	1	1	3	10	13.3	35.48985	0.5	1	38
433	1	1	4	10	13.3	34.6663065	1	0	4
435	1	1	4	10	13.3	34.6663065	0.5	1	39
437	1	1	5	10	13.3	27.3494	0.5	0	5
439	1	1	5	10	13.3	27.3494	0.5	1	40
441	2	1	1	10	13.3	27.3494	1.5	0	6
443	2	1	1	10	13.3	27.3494	0.5	1	41
445	2	1	2	10	13.3	44.64295	0	0	7
447	2	1	2	10	13.3	44.64295	0.5	1	42
449	2	1	3	10	13.3	39.28925	0	0	8
451	2	1	3	10	13.3	39.28925	0	1	43
453	2	1	4	10	13.3	59.9426	0	0	9
455	2	1	4	10	13.3	59.9426	1	1	44
457	2	1	5	10	13.3	24.6176	0.5	0	10
459	2	1	5	10	13.3	24.6176	0.5	1	45
461	3	1	1	10	13.3	22.56875	1	0	11
463	3	1	1	10	13.3	22.56875	0.5	1	46
465	3	1	2	10	13.3	18.3062	1	0	12
467	3	1	2	10	13.3	18.3062	0.5	1	47
469	3	1	3	10	13.3	37.64075	2	0	13
471	3	1	3	10	13.3	37.64075	1	1	48
473	3	1	4	10	13.3	39.49335	0	0	14
475	3	1	4	10	13.3	39.49335	1	1	49
477	3	1	5	10	13.3	34.1968765	0.5	0	15
479	3	1	5	10	13.3	34.1968765	0.5	1	50
481	4	1	1	10	13.3	69.394	0	0	16
483	4	1	1	10	13.3	69.394	1	1	51
485	4	1	2	10	13.3	25.06505	0.5	0	17
487	4	1	2	10	13.3	25.06505	0.5	1	52
489	4	1	3	10	13.3	26.52515	0.5	0	18
491	4	1	3	10	13.3	26.52515	0.5	1	53
493	4	1	4	10	13.3	30.772	0.5	0	19
495	4	1	4	10	13.3	30.772	0.5	1	54
497	4	1	5	10	13.3	47.1807765	0.5	0	20
499	4	1	5	10	13.3	47.1807765	0.5	1	55
501	5	1	1	10	13.3	19.82125	0.5	0	21
503	5	1	1	10	13.3	19.82125	0.5	1	56
505	5	1	2	10	13.3	33.0956	0.5	0	22
507	5	1	2	10	13.3	33.0956	0	1	57
509	5	1	3	10	13.3	12.4900565	0.5	0	23
511	5	1	3	10	13.3	12.4900565	0.5	1	58
513	5	1	4	10	13.3	46.24435	0	0	24
515	5	1	4	10	13.3	46.24435	1	1	59
517	5	1	5	10	13.3	72.7607865	0.5	0	25
519	5	1	5	10	13.3	72.7607865	0.5	1	60
521	6	0	1	10	13.3	34.6028	0.5	0	26
523	6	0	1	10	13.3	34.6028	0	1	61
525	6	0	2	10	13.3	86.78175	0	0	27
527	6	0	2	10	13.3	86.78175	0.5	1	62
529	6	0	3	10	13.3	31.07815	0	0	28
531	6	0	3	10	13.3	31.07815	0.5	1	63
533	6	0	4	10	13.3	27.632	0	0	29
535	6	0	4	10	13.3	27.632	0	1	64
537	6	0	5	10	13.3	22.81995	0	0	30
539	6	0	5	10	13.3	22.81995	0	1	65
541	7	0	1	10	13.3	29.36685	0	0	31
543	7	0	1	10	13.3	29.36685	0	1	66
545	7	0	2	10	13.3	34.697	0.5	0	32
547	7	0	2	10	13.3	34.697	0	1	67
549	7	0	3	10	13.3	21.98	0.5	0	33
551	7	0	3	10	13.3	21.98	0	1	68
553	7	0	4	10	13.3	25.2456	0.5	0	34
555	7	0	4	10	13.3	25.2456	0	1	69
557	7	0	5	10	13.3	22.25475	0.5	0	35
559	7	0	5	10	13.3	22.25475	0	1	70
561	1	1	1	11	12.7	32.09865	0.5	0	1
563	1	1	1	11	12.7	32.09865	0.5	1	36
565	1	1	2	11	12.7	42.42925	0	0	2
567	1	1	2	11	12.7	42.42925	1	1	37
569	1	1	3	11	12.7	50.4284	0	0	3
571	1	1	3	11	12.7	50.4284	0.5	1	38
573	1	1	4	11	12.7	60.87675	0.5	0	4
575	1	1	4	11	12.7	60.87675	0	1	39
577	1	1	5	11	12.7	44.745	0.5	0	5
579	1	1	5	11	12.7	44.745	0	1	40
581	2	1	1	11	12.7	40.38825	0	0	6
583	2	1	1	11	12.7	40.38825	0.5	1	41
585	2	1	2	11	12.7	61.9208	0.5	0	7
587	2	1	2	11	12.7	61.9208	0.5	1	42
589	2	1	3	11	12.7	65.312	0.5	0	8
591	2	1	3	11	12.7	65.312	0.5	1	43
593	2	1	4	11	12.7	60.87675	0	0	9
595	2	1	4	11	12.7	60.87675	0.5	1	44
597	2	1	5	11	12.7	33.15055	0	0	10
599	2	1	5	11	12.7	33.15055	0.5	1	45
601	3	1	1	11	12.7	30.615	0	0	11
603	3	1	1	11	12.7	30.615	0.5	1	46
605	3	1	2	11	12.7	27.318	0.5	0	12
607	3	1	2	11	12.7	27.318	0	1	47
609	3	1	3	11	12.7	50.97005	0	0	13
611	3	1	3	11	12.7	50.97005	0.5	1	48
613	3	1	4	11	12.7	46.98225	0.5	0	14
615	3	1	4	11	12.7	46.98225	0	1	49
617	3	1	5	11	12.7	60.01325	0	0	15
619	3	1	5	11	12.7	60.01325	0	1	50
621	4	1	1	11	12.7	74.7006	0	0	16
623	4	1	1	11	12.7	74.7006	0	1	51
625	4	1	2	11	12.7	30.92115	0	0	17
627	4	1	2	11	12.7	30.92115	0	1	52
629	4	1	3	11	12.7	38.94385	0	0	18
631	4	1	3	11	12.7	38.94385	0.5	1	53
633	4	1	4	11	12.7	62.0464	0	0	19
635	4	1	4	11	12.7	62.0464	0.5	1	54
637	4	1	5	11	12.7	74.732	0.5	0	20
639	4	1	5	11	12.7	74.732	0	1	55
641	5	1	1	11	12.7	33.912	0.5	0	21
643	5	1	1	11	12.7	33.912	0	1	56
645	5	1	2	11	12.7	51.64515	0.5	0	22
647	5	1	2	11	12.7	51.64515	0	1	57
649	5	1	3	11	12.7	44.78425	0.5	0	23
651	5	1	3	11	12.7	44.78425	0.5	1	58
653	5	1	4	11	12.7	64.1816	0.5	0	24
655	5	1	4	11	12.7	64.1816	1	1	59
657	5	1	5	11	12.7	113.87995	0.5	0	25
659	5	1	5	11	12.7	113.87995	0.5	1	60
661	6	0	1	11	12.7	42.42925	0.5	0	26
663	6	0	1	11	12.7	42.42925	0	1	61
665	6	0	2	11	12.7	94.19215	0	0	27
667	6	0	2	11	12.7	94.19215	1	1	62
669	6	0	3	11	12.7	33.98265	0	0	28
671	6	0	3	11	12.7	33.98265	1	1	63
673	6	0	4	11	12.7	28.8252	0	0	29
675	6	0	4	11	12.7	28.8252	0	1	64
677	6	0	5	11	12.7	25.434	0	0	30
679	6	0	5	11	12.7	25.434	0	1	65
681	7	0	1	11	12.7	35.2308	0.5	0	31
683	7	0	1	11	12.7	35.2308	0	1	66
685	7	0	2	11	12.7	41.448	0	0	32
687	7	0	2	11	12.7	41.448	0.5	1	67
689	7	0	3	11	12.7	24.57835	0.5	0	33
691	7	0	3	11	12.7	24.57835	0	1	68
693	7	0	4	11	12.7	29.82215	1	0	34
695	7	0	4	11	12.7	29.82215	0	1	69
697	7	0	5	11	12.7	30.49725	1	0	35
699	7	0	5	11	12.7	30.49725	0	1	70
701	1	1	1	12	18.5	29.0880965	0.5	0	1
703	1	1	1	12	18.5	29.0880965	1	1	36
705	1	1	2	12	18.5	37.2285465	0	0	2
707	1	1	2	12	18.5	37.2285465	1	1	37
709	1	1	3	12	18.5	49.61985	0	0	3
711	1	1	3	12	18.5	49.61985	0.5	1	38
713	1	1	4	12	18.5	52.3476465	0	0	4
715	1	1	4	12	18.5	52.3476465	0	1	39
717	1	1	5	12	18.5	37.4687565	0.5	0	5
719	1	1	5	12	18.5	37.4687565	0	1	40
721	2	1	1	12	18.5	37.2002865	0.5	0	6
723	2	1	1	12	18.5	37.2002865	0.5	1	41
725	2	1	2	12	18.5	48.7821765	1	0	7
727	2	1	2	12	18.5	48.7821765	0.5	1	42
729	2	1	3	12	18.5	53.7889065	0.5	0	8
731	2	1	3	12	18.5	53.7889065	1.5	1	43
733	2	1	4	12	18.5	56.9807165	0.5	0	9
735	2	1	4	12	18.5	56.9807165	1	1	44
737	2	1	5	12	18.5	24.4016465	0.5	0	10
739	2	1	5	12	18.5	24.4016465	0.5	1	45
741	3	1	1	12	18.5	29.686816	0	0	11
743	3	1	1	12	18.5	29.686816	0.5	1	46
745	3	1	2	12	18.5	21.3354365	0.5	0	12
747	3	1	2	12	18.5	21.3354365	0	1	47
749	3	1	3	12	18.5	45.8117365	0.5	0	13
751	3	1	3	12	18.5	45.8117365	0.5	1	48
753	3	1	4	12	18.5	34.1874565	1	0	14
755	3	1	4	12	18.5	34.1874565	0	1	49
757	3	1	5	12	18.5	56.5395465	0	0	15
759	3	1	5	12	18.5	56.5395465	0	1	50
761	4	1	1	12	18.5	67.04685	0	0	16
763	4	1	1	12	18.5	67.04685	0	1	51
765	4	1	2	12	18.5	29.8432665	0	0	17
767	4	1	2	12	18.5	29.8432665	0.5	1	52
769	4	1	3	12	18.5	30.4477165	0	0	18
771	4	1	3	12	18.5	30.4477165	0.5	1	53
773	4	1	4	12	18.5	49.9329865	0	0	19
775	4	1	4	12	18.5	49.9329865	0.5	1	54
777	4	1	5	12	18.5	66.1714965	1	0	20
779	4	1	5	12	18.5	66.1714965	0	1	55
781	5	1	1	12	18.5	25.1442565	0	0	21
783	5	1	1	12	18.5	25.1442565	0	1	56
785	5	1	2	12	18.5	42.0280365	1	0	22
787	5	1	2	12	18.5	42.0280365	0	1	57
789	5	1	3	12	18.5	53.49775	0	0	23
791	5	1	3	12	18.5	53.49775	0.5	1	58
793	5	1	4	12	18.5	56.5599565	0.5	0	24
795	5	1	4	12	18.5	56.5599565	0	1	59
797	5	1	5	12	18.5	107.1689065	0	0	25
799	5	1	5	12	18.5	107.1689065	0.5	1	60
801	6	0	1	12	18.5	41.92685	0	0	26
803	6	0	1	12	18.5	41.92685	2	1	61
805	6	0	2	12	18.5	85.3835865	0	0	27
807	6	0	2	12	18.5	85.3835865	0.5	1	62
809	6	0	3	12	18.5	19.4294565	0	0	28
811	6	0	3	12	18.5	19.4294565	0	1	63
813	6	0	4	12	18.5	15.6206365	1	0	29
815	6	0	4	12	18.5	15.6206365	0.5	1	64
817	6	0	5	12	18.5	17.9206865	0.5	0	30
819	6	0	5	12	18.5	17.9206865	0	1	65
821	7	0	1	12	18.5	20.3902965	0.5	0	31
823	7	0	1	12	18.5	20.3902965	0	1	66
825	7	0	2	12	18.5	24.4597365	0.5	0	32
827	7	0	2	12	18.5	24.4597365	0	1	67
829	7	0	3	12	18.5	14.7367265	0	0	33
831	7	0	3	12	18.5	14.7367265	0	1	68
833	7	0	4	12	18.5	12.4429565	0	0	34
835	7	0	4	12	18.5	12.4429565	0	1	69
837	7	0	5	12	18.5	16.5186765	0.5	0	35
839	7	0	5	12	18.5	16.5186765	0	1	70
841	1	1	1	13	21.2	26.3751365	0	0	1
843	1	1	1	13	21.2	26.3751365	1	1	36
845	1	1	2	13	21.2	24.3545465	0.5	0	2
847	1	1	2	13	21.2	24.3545465	0.5	1	37
849	1	1	3	13	21.2	47.0865765	0.5	0	3
851	1	1	3	13	21.2	47.0865765	0.5	1	38
853	1	1	4	13	21.2	53.4827565	1	0	4
855	1	1	4	13	21.2	53.4827565	0.5	1	39
857	1	1	5	13	21.2	27.9624065	0.5	0	5
859	1	1	5	13	21.2	27.9624065	0.5	1	40
861	2	1	1	13	21.2	36.353664	1.5	0	6
863	2	1	1	13	21.2	36.353664	0.5	1	41
865	2	1	2	13	21.2	46.8903265	0	0	7
867	2	1	2	13	21.2	46.8903265	0.5	1	42
869	2	1	3	13	21.2	46.8903265	0	0	8
871	2	1	3	13	21.2	46.8903265	0	1	43
873	2	1	4	13	21.2	44.0988665	0	0	9
875	2	1	4	13	21.2	44.0988665	1	1	44
877	2	1	5	13	21.2	19.5424965	0.5	0	10
879	2	1	5	13	21.2	19.5424965	0.5	1	45
881	3	1	1	13	21.2	28.8252	1	0	11
883	3	1	1	13	21.2	28.8252	0.5	1	46
885	3	1	2	13	21.2	18.0023265	1	0	12
887	3	1	2	13	21.2	18.0023265	0.5	1	47
889	3	1	3	13	21.2	42.4864765	0	0	13
891	3	1	3	13	21.2	42.4864765	1	1	48
893	3	1	4	13	21.2	27.1381565	0	0	14
895	3	1	4	13	21.2	27.1381565	1	1	49
897	3	1	5	13	21.2	54.8549365	0.5	0	15
899	3	1	5	13	21.2	54.8549365	0.5	1	50
901	4	1	1	13	21.2	65.6574	0	0	16
903	4	1	1	13	21.2	65.6574	1	1	51
905	4	1	2	13	21.2	19.3902065	0.5	0	17
907	4	1	2	13	21.2	19.3902065	0.5	1	52
909	4	1	3	13	21.2	25.7094565	0.5	0	18
911	4	1	3	13	21.2	25.7094565	0.5	1	53
913	4	1	4	13	21.2	42.7188365	0.5	0	19
915	4	1	4	13	21.2	42.7188365	0.5	1	54
917	4	1	5	13	21.2	53.5628265	0.5	0	20
919	4	1	5	13	21.2	53.5628265	0.5	1	55
921	5	1	1	13	21.2	12.2231565	0.5	0	21
923	5	1	1	13	21.2	12.2231565	0.5	1	56
925	5	1	2	13	21.2	38.1281565	0.5	0	22
927	5	1	2	13	21.2	38.1281565	0	1	57
929	5	1	3	13	21.2	46.3640625	0.5	0	23
931	5	1	3	13	21.2	46.3640625	0.5	1	58
933	5	1	4	13	21.2	53.4058265	0	0	24
935	5	1	4	13	21.2	53.4058265	1	1	59
937	5	1	5	13	21.2	98.5747265	0.5	0	25
939	5	1	5	13	21.2	98.5747265	0.5	1	60
941	6	0	1	13	21.2	20.6540565	0.5	0	26
943	6	0	1	13	21.2	20.6540565	0.5	1	61
945	6	0	2	13	21.2	73.59375	1	0	27
947	6	0	2	13	21.2	73.59375	0.5	1	62
949	6	0	3	13	21.2	11.8133865	0	0	28
951	6	0	3	13	21.2	11.8133865	1	1	63
953	6	0	4	13	21.2	14.98565	1	0	29
955	6	0	4	13	21.2	14.98565	0.5	1	64
957	6	0	5	13	21.2	13.3033165	0.5	0	30
959	6	0	5	13	21.2	13.3033165	0.5	1	65
961	7	0	1	13	21.2	20.188944	0	0	31
963	7	0	1	13	21.2	20.188944	1	1	66
965	7	0	2	13	21.2	17.5862765	1	0	32
967	7	0	2	13	21.2	17.5862765	0.5	1	67
969	7	0	3	13	21.2	7.2352665	0	0	33
971	7	0	3	13	21.2	7.2352665	1	1	68
973	7	0	4	13	21.2	10.9373265	0	0	34
975	7	0	4	13	21.2	10.9373265	1	1	69
977	7	0	5	13	21.2	10.7787565	0.5	0	35
979	7	0	5	13	21.2	10.7787565	0.5	1	70
981	1	1	1	15	23	28.9153965	0	0	1
983	1	1	1	15	23	28.9153965	1	1	36
985	1	1	2	15	23	20.1783465	0	0	2
987	1	1	2	15	23	20.1783465	0.5	1	37
989	1	1	3	15	23	46.54265	0	0	3
991	1	1	3	15	23	46.54265	1	1	38
993	1	1	4	15	23	52.3978865	0.5	0	4
995	1	1	4	15	23	52.3978865	0.5	1	39
997	1	1	5	15	23	25.9685065	0.5	0	5
999	1	1	5	15	23	25.9685065	0	1	40
1001	2	1	1	15	23	35.5134	0	0	6
1003	2	1	1	15	23	35.5134	0	1	41
1005	2	1	2	15	23	45.9401625	0	0	7
1007	2	1	2	15	23	45.9401625	0	1	42
1009	2	1	3	15	23	55.264	0	0	8
1011	2	1	3	15	23	55.264	0	1	43
1013	2	1	4	15	23	42.7844625	0	0	9
1015	2	1	4	15	23	42.7844625	0	1	44
1017	2	1	5	15	23	15.6536065	0	0	10
1019	2	1	5	15	23	15.6536065	0	1	45
1021	3	1	1	15	23	27.9781065	0.5	0	11
1023	3	1	1	15	23	27.9781065	0	1	46
1025	3	1	2	15	23	17.1199865	0	0	12
1027	3	1	2	15	23	17.1199865	0	1	47
1029	3	1	3	15	23	38.465	0.5	0	13
1031	3	1	3	15	23	38.465	0	1	48
1033	3	1	4	15	23	38.465	0	0	14
1035	3	1	4	15	23	38.465	0	1	49
1037	3	1	5	15	23	48.47375	0	0	15
1039	3	1	5	15	23	48.47375	0	1	50
1041	4	1	1	15	23	62.17985	0	0	16
1043	4	1	1	15	23	62.17985	0	1	51
1045	4	1	2	15	23	13.6502865	0	0	17
1047	4	1	2	15	23	13.6502865	0	1	52
1049	4	1	3	15	23	25.2368865	0	0	18
1051	4	1	3	15	23	25.2368865	0	1	53
1053	4	1	4	15	23	41.4895265	0	0	19
1055	4	1	4	15	23	41.4895265	0	1	54
1057	4	1	5	15	23	44.9843465	0.5	0	20
1059	4	1	5	15	23	44.9843465	0	1	55
1061	5	1	1	15	23	12.3723065	0	0	21
1063	5	1	1	15	23	12.3723065	0	1	56
1065	5	1	2	15	23	32.8608065	0	0	22
1067	5	1	2	15	23	32.8608065	0	1	57
1069	5	1	3	15	23	45.85185	0.5	0	23
1071	5	1	3	15	23	45.85185	0	1	58
1073	5	1	4	15	23	49.8639065	0	0	24
1075	5	1	4	15	23	49.8639065	0	1	59
